County,Cases,Percentage,Published_date,Source,3
Offaly,1041,-2,,https://www.gov.ie/en/press-release/a4853-statement-from-the-national-public-health-emergency-team-thursday-5-november/,
Roscommon,808,+13,,https://www.gov.ie/en/press-release/a4853-statement-from-the-national-public-health-emergency-team-thursday-5-november/,
Sligo,656,+6,,https://www.gov.ie/en/press-release/a4853-statement-from-the-national-public-health-emergency-team-thursday-5-november/,
Tipperary,1245,+11,,https://www.gov.ie/en/press-release/a4853-statement-from-the-national-public-health-emergency-team-thursday-5-november/,
Waterford,773,+5,,https://www.gov.ie/en/press-release/a4853-statement-from-the-national-public-health-emergency-team-thursday-5-november/,
Westmeath,1434,+8,,https://www.gov.ie/en/press-release/a4853-statement-from-the-national-public-health-emergency-team-thursday-5-november/,
Wexford,1101,No change,,https://www.gov.ie/en/press-release/a4853-statement-from-the-national-public-health-emergency-team-thursday-5-november/,
Wicklow,1316,+6,,https://www.gov.ie/en/press-release/a4853-statement-from-the-national-public-health-emergency-team-thursday-5-november/,
Carlow,556,+2,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Cavan,2075,+13,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Clare,1313,+2,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Cork,5595,+23,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Donegal,2195,+15,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Dublin,24198,+89,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Galway,2334,+4,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Kerry,1098,+6,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Kildare,3778,+15,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Kilkenny,783,+8,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Laois,846,+8,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Leitrim,230,No change,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Limerick,2081,+6,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Longford,580,+2,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Louth,1717,+17,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Mayo,1198,+7,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Meath,3009,+35,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Monaghan,1126,+7,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Offaly,1043,No change,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Roscommon,795,+6,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Sligo,650,+8,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Tipperary,1234,+11,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Waterford,768,+16,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Westmeath,1426,+8,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Wexford,1101,+5,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Wicklow,1310,No change,,https://www.gov.ie/en/press-release/57997-statement-from-the-national-public-health-emergency-team-wednesday-4-november/,
Carlow,554,+15,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Cavan,2062,+10,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Clare,1311,+9,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Cork,5572,+73,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Donegal,2180,+21,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Dublin,24109,+319,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Galway,2330,+23,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Kerry,1092,+14,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Kildare,3763,+18,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Kilkenny,775,+17,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Laois,838,+18,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Leitrim,230,+1,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Limerick,2075,+33,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Longford,578,+3,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Louth,1700,+5,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Mayo,1191,+9,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Meath,2974,+26,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Monaghan,1119,+1,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Offaly,1043,+6,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Roscommon,789,+24,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Sligo,642,+12,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Tipperary,1223,+15,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Waterford,752,+13,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Westmeath,1418,+33,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Wexford,1096,+7,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Wicklow,1310,+5,,https://www.gov.ie/en/press-release/fc276-statement-from-the-national-public-health-emergency-team-tuesday-3-november/,
Carlow,539,+4,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Cavan,2052,+2,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Clare,1302,+15,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Cork,5499,+86,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Donegal,2159,+29,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Dublin,23790,+168,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Galway,2307,+7,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Kerry,1078,+12,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Kildare,3745,+24,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Kilkenny,758,+8,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Laois,820,+7,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Leitrim,229,+1,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Limerick,2042,+39,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Longford,575,+7,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Louth,1695,+23,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Mayo,1182,+10,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Meath,2948,+19,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Monaghan,1118,+8,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Offaly,1037,+2,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Roscommon,765,+10,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Sligo,630,+9,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Tipperary,1208,+23,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Waterford,739,+1,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Westmeath,1385,+11,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Wexford,1089,+8,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Wicklow,1305,+13,,https://www.gov.ie/en/press-release/7a351-statement-from-the-national-public-health-emergency-team-monday-2-november/,
Carlow,535,+8,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
Cavan,2050,+9,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
Clare,1287,+8,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
Cork,5413,+62,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
Donegal,2130,+24,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
Dublin,23622,+87,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
Galway,2300,+37,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
Kerry,1066,+3,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
Kildare,3721,+4,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
Kilkenny,750,+7,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
Laois,813,+6,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
Leitrim,228,No change,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
Limerick,2003,+5,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
Longford,568,+4,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
Louth,1672,+8,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
Mayo,1172,+41,,https://www.gov.ie/en/press-release/a1174-statement-from-the-national-public-health-emergency-team-sunday-1-november/,
